COMID,CAT_NDAMS2013,CAT_NID_STORAGE2013,CAT_NORM_STORAGE2013,CAT_MAJOR2013,ACC_NDAMS2013,ACC_NID_STORAGE2013,ACC_NORM_STORAGE2013,ACC_MAJOR2013,TOT_NDAMS2013,TOT_NID_STORAGE2013,TOT_NORM_STORAGE2013,TOT_MAJOR2013,siteno,station_nm,dec_lat_va,dec_long_v,min_date,max_date,GagesII,FEATUREDET,Active,DASqKm,DASqMi,STATE
9278434,0,0,0,0,8,1739,896,0,103,1179919,644953,8,7077555,Cache River near Cotton Plant,35.035556,-91.3225,1987/10/01 00:00:00,2010/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07077555,1,3030.3,1170,AR
9349285,0,0,0,0,1,128,44,0,1,128,44,0,8164600,Garcitas Ck nr Inez,28.891376,-96.819149,1970/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08164600,1,237.503,91.7,TX
9349455,0,0,0,0,0,0,0,0,0,0,0,0,8164800,Placedo Ck nr Placedo,28.725271,-96.76887,1970/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08164800,1,176.897,68.3,TX
9355362,0,0,0,0,2,471,401,0,2,471,401,0,8162600,Tres Palacios Rv nr Midfield,28.928038,-96.171075,1970/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08162600,1,375.55,145,TX
9532233,0,0,0,0,0,0,0,0,0,0,0,0,8022765,BAYOU CASTOR NEAR FUNSTON,32.015999,-93.959911,1971/10/01 00:00:00,1986/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08022765,0,236.985,91.5,LA
9533085,0,0,0,0,0,0,0,0,0,0,0,0,8023000,BYU CASTOR NR LOGANSPORT,31.973778,-93.969634,1955/10/01 00:00:00,1971/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08023000,1,249.935,96.5,LA
9533087,0,0,0,0,5,1146,319,0,5,1146,319,0,8023080,Bayou Grand Cane near Stanley,31.962723,-93.941161,1980/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08023080,1,187.775,72.5,LA
9533201,0,0,0,0,0,0,0,0,0,0,0,0,8023400,Bayou San Patricio near Benson,31.875167,-93.658515,1997/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08023400,1,207.718,80.2,LA
9533341,0,0,0,0,0,0,0,0,0,0,0,0,8023500,BYU SAN PATRICIO NR NOBLE,31.721005,-93.707128,1951/10/01 00:00:00,1967/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08023500,0,398.86,154,LA
9533673,0,0,0,0,0,0,0,0,0,0,0,0,8024000,BYU SAN MIGUEL NR ZWOLLE,31.652951,-93.652959,1948/10/01 00:00:00,1967/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08024000,0,287.49,111,LA
9534889,1,90,70,0,5,2158,712,0,5,2158,712,0,8023200,Tenaha Ck nr Shelbyville,31.765729,-94.084084,1952/10/01 00:00:00,1980/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08023200,0,253.302,97.8,TX
9535275,0,0,0,0,2,430,280,0,2,430,280,0,8024500,Palo Gaucho Bayou nr Hemphill,31.386294,-93.835741,1952/10/01 00:00:00,1965/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08024500,0,318.57,123,TX
9535703,0,0,0,0,331,3736427.25,1948314.1,15,331,3736427.25,1948314.1,15,8024400,Sabine Rv nr Milam,31.467125,-93.744905,1939/10/01 00:00:00,1966/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08024400,0,16855.72,6508,TX
9537497,0,0,0,0,3,1357,912,0,3,1357,912,0,8024200,BYU LA NANA NR ZWOLLE,31.515733,-93.651291,1955/10/01 00:00:00,1966/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08024200,0,336.7,130,LA
9542639,0,0,0,0,1,577,300,0,1,577,300,0,7336800,Pecan Bayou nr Clarksville,33.685386,-94.994944,1962/10/01 00:00:00,1977/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07336800,0,259,100,TX
9544237,0,0,0,0,3012,16590336.18,6552650.56,189,3012,16590336.18,6552650.56,189,7337000,Red River at Index,33.551944,-94.041111,1936/10/01 00:00:00,2015/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07337000,1,124320,48000,AR
9544741,0,0,0,0,2,636,272,0,2,636,272,0,7336750,Little Pine Ck nr Kanawha,33.840663,-95.265508,1969/10/01 00:00:00,1980/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07336750,0,195.286,75.4,TX
10323850,0,0,0,0,10,3223,2020,0,10,3223,2020,0,2326900,ST. MARKS RIVER NEAR NEWPORT,30.271431,-84.148251,1956/10/01 00:00:00,1994/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02326900,1,1385.65,535,FL
10362726,0,0,0,0,0,0,0,0,0,0,0,0,2329534,QUINCY CREEK AT STATE HWY 267 AT QUINCY,30.600195,-84.580468,1978/10/01 00:00:00,1992/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02329534,0,43.512,16.8,FL
10362924,0,0,0,0,127,38993.28,26192.53,1,127,38993.28,26192.53,1,2329000,OCHLOCKONEE RIVER NR HAVANA,30.554086,-84.384072,1926/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02329000,1,2952.6,1140,FL
10363006,1,54,36,0,1,54,36,0,1,54,36,0,2329700,ROCKY COMFORT CREEK NR QUINCY,30.54575,-84.635746,1964/10/01 00:00:00,1980/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02329700,0,24.605,9.5,FL
10363292,0,0,0,0,15,1940,1266.7,0,15,1940,1266.7,0,2329500,LITTLE RIVER NR QUINCY,30.587418,-84.496576,1950/10/01 00:00:00,1978/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02329500,1,613.83,237,FL
10363648,0,0,0,0,21,4007,2878.7,0,21,4007,2878.7,0,2329600,LITTLE RIVER NR MIDWAY,30.512419,-84.523521,1985/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02329600,1,789.95,305,FL
10365534,0,0,0,0,3,804,627,0,3,804,627,0,2330100,TELOGIA CREEK NR BRISTOL,30.426585,-84.927693,1980/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02330100,1,326.34,126,FL
10365922,1,66,55,0,163,210009.28,180589.23,2,163,210009.28,180589.23,2,2330150,OCHLOCKONEE RIVER NR SMITH CREEK,30.176589,-84.667964,1996/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02330150,1,5387.2,2080,FL
10366208,0,0,0,0,159,209139.28,179907.23,2,159,209139.28,179907.23,2,2330000,OCHLOCKONEE RIVER NR BLOXHAM,30.383253,-84.654911,1941/10/01 00:00:00,1982/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02330000,1,4403,1700,FL
10630401,1,122,108,0,122,69595.5,37871.5,1,122,69595.5,37871.5,1,8194000,Nueces Rv at Cotulla,28.426379,-99.240032,1926/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08194000,1,13392.89,5171,TX
10631613,0,0,0,0,241,109214,56623,1,241,109214,56623,1,8194500,Nueces Rv nr Tilden,28.308889,-98.557238,1943/10/01 00:00:00,2008/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08194500,1,20960.87,8093,TX
10632087,0,0,0,0,246,114039,57290,1,246,114039,57290,1,8194600,Nueces Rv at Simmons,28.421384,-98.284454,1965/10/01 00:00:00,1977/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08194600,0,22172.99,8561,TX
10644541,0,0,0,0,1,100,76,0,1,100,76,0,8196000,Dry Frio Rv nr Reagan Wells,29.504676,-99.781445,1952/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08196000,1,326.34,126,TX
10645747,0,0,0,0,4,341,201,0,4,341,201,0,8198000,Sabinal Rv nr Sabinal,29.491064,-99.492824,1942/10/01 00:00:00,2004/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08198000,1,533.54,206,TX
10645755,0,0,0,0,3,312,230,0,3,312,230,0,8195000,Frio Rv at Concan,29.488565,-99.704776,1930/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08195000,1,1007.51,389,TX
10646003,0,0,0,0,5,458,318,0,5,458,318,0,8198500,Sabinal Rv at Sabinal,29.314306,-99.480472,1952/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08198500,1,624.19,241,TX
10646939,2,410,220,0,6,31272,846,0,6,31272,846,0,8204005,Leona Rv nr Uvalde,29.154408,-99.743389,2003/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08204005,1,341.88,132,TX
10653905,0,0,0,0,0,0,0,0,0,0,0,0,8201500,Seco Ck at Miller Rh nr Utopia,29.573284,-99.4031,1961/10/01 00:00:00,2012/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08201500,1,116.55,45,TX
10654651,0,0,0,0,6,1187,601,0,6,1187,601,0,8200000,Hondo Ck nr Tarpley,29.570031,-99.247689,1952/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08200000,1,247.604,95.6,TX
10661028,0,0,0,0,69,50755,7601,0,69,50755,7601,0,8205500,Frio Rv nr Derby,28.736644,-99.144756,1915/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08205500,1,8881.11,3429,TX
10664160,0,0,0,0,156,1166745,715729.6,1,156,1166745,715729.6,1,8206910,Choke Canyon Res OWC nr Three Rivers,28.486103,-98.241675,1992/10/01 00:00:00,2001/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08206910,1,14219.1,5490,TX
10664196,0,0,0,0,105,59166,11909.6,0,105,59166,11909.6,0,8206600,Frio Rv at Tilden,28.467493,-98.547517,1978/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08206600,1,11636.87,4493,TX
10664520,0,0,0,0,152,82914,20100.6,0,152,82914,20100.6,0,8207000,Frio Rv at Calliham,28.492214,-98.346678,1932/10/01 00:00:00,1980/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08207000,0,14221.69,5491,TX
10671061,0,0,0,0,27,11542,5258,0,27,11542,5258,0,8206700,San Miguel Ck nr Tilden,28.587488,-98.545851,1964/10/01 00:00:00,2006/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08206700,1,2027.97,783,TX
10827864,0,0,0,0,18,2865,1414,0,18,2865,1414,0,8207500,Atascosa Rv nr McCoy,28.864977,-98.338345,2002/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08207500,1,1372.7,530,TX
10828654,0,0,0,0,52,11526,6121,0,52,11526,6121,0,8208000,Atascosa Rv at Whitsett,28.622209,-98.281399,1932/10/01 00:00:00,2006/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08208000,1,3032.89,1171,TX
10833740,0,0,0,0,18,6285.1,3541.6,1,18,6285.1,3541.6,1,8178880,Medina Rv at Bandera,29.723835,-99.070035,1982/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08178880,1,849.52,328,TX
10834916,0,0,0,0,32,8817.1,4937.6,2,32,8817.1,4937.6,2,8179000,Medina Rv nr Pipe Creek,29.675503,-98.976143,1952/10/01 00:00:00,1982/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08179000,0,1227.66,474,TX
10835974,0,0,0,0,50,343738.48,265602.53,4,50,343738.48,265602.53,4,8180700,Medina Rv nr Macdona,29.334958,-98.689744,1997/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08180700,1,2292.15,885,TX
10836104,0,0,0,0,54,345028.48,265978.53,4,54,345028.48,265978.53,4,8180800,Medina Rv nr Somerset,29.262183,-98.581407,1970/10/01 00:00:00,1995/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08180800,0,2504.53,967,TX
10836370,0,0,0,0,38,341011.1,264412.6,4,38,341011.1,264412.6,4,8180500,Medina Rv nr Riomedina,29.498,-98.9055,1953/10/01 00:00:00,1973/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08180500,0,1683.5,650,TX
10836382,0,0,0,0,48,343418.48,265500.53,4,48,343418.48,265500.53,4,8180640,Medina Rv at La Coste,29.324125,-98.813081,1987/10/01 00:00:00,2000/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08180640,0,2084.95,805,TX
10836388,0,0,0,0,3,713,340,0,3,713,340,0,8181480,Leon Ck at IH 35,29.329958,-98.584186,1984/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08181480,1,567.21,219,TX
10836420,0,0,0,0,66,353329.48,269866.53,4,66,353329.48,269866.53,4,8181500,Medina Rv at San Antonio,29.264128,-98.490849,1939/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08181500,1,3411.03,1317,TX
10840488,0,0,0,0,17,100854,2041.3,10,17,100854,2041.3,10,8178800,Salado Ck at Loop 13,29.35718,-98.412792,1960/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08178800,1,489.51,189,TX
10840502,0,0,0,0,6,14971.7,314.4,1,6,14971.7,314.4,1,8178565,San Antonio Rv at Loop 410,29.322181,-98.450293,2002/10/01 00:00:00,2012/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08178565,1,323.75,125,TX
10840572,0,0,0,0,93,503737.18,300163.23,16,93,503737.18,300163.23,16,8181800,San Antonio Rv nr Elmendorf,29.222185,-98.355846,1962/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08181800,1,4514.37,1743,TX
10840810,2,14267.6,0,1,3,14286.7,12.4,1,3,14286.7,12.4,1,8177700,Olmos Ck at Dresden Dr,29.499119,-98.510296,2001/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08177700,1,54.908,21.2,TX
10840818,0,0,0,0,3,14286.7,12.4,1,3,14286.7,12.4,1,8178050,San Antonio Rv at Mitchell St,29.393012,-98.494739,1992/10/01 00:00:00,2008/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08178050,1,109.816,42.4,TX
10840818,0,0,0,0,3,14286.7,12.4,1,3,14286.7,12.4,1,8178000,San Antonio Rv at San Antonio,29.409678,-98.495017,1939/10/01 00:00:00,1997/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08178000,1,108.262,41.8,TX
10853975,0,0,0,0,2,4059,3645,0,2,4059,3645,0,2376115,ELEVENMILE CREEK NEAR PENSACOLA,30.498252,-87.335809,1987/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02376115,1,72.002,27.8,FL
10854185,0,0,0,0,2,460,271,0,2,460,271,0,2376100,BAYOU MARCUS CREEK NR PENSACOLA,30.448253,-87.290529,1998/10/01 00:00:00,2016/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02376100,1,27.972,10.8,FL
10892017,0,0,0,0,7,1053,725,0,7,1053,725,0,8191500,Nueces Rv nr Uvalde,29.195795,-99.896171,1927/10/01 00:00:00,1939/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08191500,0,4747.47,1833,TX
10892689,0,0,0,0,8,1273,835,0,8,1273,835,0,8192000,Nueces Rv bl Uvalde,29.123853,-99.894782,1939/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08192000,1,4819.99,1861,TX
10893541,0,0,0,0,78,51089,29284,1,78,51089,29284,1,8193000,Nueces Rv nr Asherton,28.500263,-99.681994,1939/10/01 00:00:00,1999/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08193000,1,10572.38,4082,TX
12095655,0,0,0,0,20,124375,2837,3,20,124375,2837,3,8449000,Devils Rv nr Juno,29.963536,-101.145385,1925/10/01 00:00:00,1949/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08449000,0,7163.94,2766,TX
12193270,0,0,0,0,1,178,150,0,1,178,150,0,2384540,MILL CREEK NEAR CRANDALL,34.872024,-84.721326,1985/10/01 00:00:00,2015/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02384540,1,21.3416,8.24,GA
12193538,0,0,0,0,4,6835,4277,1,4,6835,4277,1,2384500,CONASAUGA RIVER AT GA 286 NEAR ETON,34.827857,-84.850775,1981/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02384500,1,652.68,252,GA
12193674,0,0,0,0,8,42912,3169,2,8,42912,3169,2,2385500,MILL CREEK AT DALTON,34.788413,-84.974945,1943/10/01 00:00:00,1959/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02385500,1,103.6,40,GA
12193830,0,0,0,0,13,43618,3604,2,13,43618,3604,2,2385170,COAHULLA CREEK AT KEITHS MILL ROAD NEAR DALTON,34.743414,-84.880498,2005/10/01 00:00:00,2015/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02385170,1,455.84,176,GA
12193956,0,0,0,0,7,739.6,277.2,1,7,739.6,277.2,1,2385800,HOLLY CREEK NEAR CHATSWORTH,34.716667,-84.77,1960/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02385800,1,165.76,64,GA
12194190,0,0,0,0,37,70470.9,26100.2,6,37,70470.9,26100.2,6,2387000,CONASAUGA RIVER AT TILTON,34.666749,-84.928276,1937/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02387000,1,1779.33,687,GA
13520741,0,0,0,0,4,526,289,0,4,526,289,0,7311800,S Wichita Rv nr Benjamin,33.644257,-99.800925,1960/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07311800,1,1512.56,584,TX
13526822,0,0,0,0,13,118186,107733,1,13,118186,107733,1,7311700,N Wichita Rv nr Truscott,33.820642,-99.786482,1960/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07311700,1,2426.83,937,TX
13660341,0,0,0,0,43,911356,345021,2,43,911356,345021,2,7314900,Little Wichita Rv abv Henrietta,33.826767,-98.240046,1953/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07314900,1,2685.83,1037,TX
13660367,0,0,0,0,8,814,379,0,8,814,379,0,7315200,E Fk Little Wichita Rv nr Henrietta,33.812878,-98.085041,1964/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07315200,1,461.02,178,TX
13660637,0,0,0,0,15,218795,114307,1,15,218795,114307,1,7314500,Little Wichita Rv nr Archer City,33.662602,-98.613112,1966/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07314500,1,1245.79,481,TX
13730379,0,0,0,0,21,67586.9,19653.9,2,21,67586.9,19653.9,2,7312200,Beaver Ck nr Electra,33.905928,-98.905067,1960/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07312200,1,1688.68,652,TX
13732288,0,0,0,0,80,1514186.9,460591.4,8,80,1514186.9,460591.4,8,7312700,Wichita Rv nr Charlie,34.05315,-98.296714,1967/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07312700,1,8907.01,3439,TX
13732942,0,0,0,0,30,1200664,377738,3,30,1200664,377738,3,7312100,Wichita Rv nr Mabelle,33.760093,-99.142849,1959/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07312100,1,5402.74,2086,TX
13733388,1,470,173,1,22,119942,108512,2,22,119942,108512,2,7311900,Wichita Rv nr Seymour,33.70037,-99.38869,1996/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07311900,1,4853.66,1874,TX
13734150,0,0,0,0,62,1452697.9,449433.9,7,62,1452697.9,449433.9,7,7312500,Wichita Rv at Wichita Falls,33.909542,-98.533666,1938/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07312500,1,8132.6,3140,TX
14062259,0,0,0,0,11,1703,946,0,11,1703,946,0,7030240,LOOSAHATCHIE RIVER NEAR ARLINGTON,35.31095,-89.63956,1969/10/01 00:00:00,2015/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07030240,1,678.58,262,TN
14063581,0,0,0,0,27,12916.5,8195.2,1,27,12916.5,8195.2,1,7030280,LOOSAHATCHIE RIVER AT BRUNSWICK,35.281198,-89.765639,1950/10/01 00:00:00,1964/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07030280,0,1307.95,505,TN
14073444,0,0,0,0,150,124872.4,20719.9,0,150,124872.4,20719.9,0,7030050,HATCHIE RIVER AT RIALTO,35.637335,-89.609455,1940/10/01 00:00:00,1974/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07030050,1,5977.72,2308,TN
14074678,0,0,0,0,143,124290.4,20372.4,0,143,124290.4,20372.4,0,7030000,HATCHIE RIVER NEAR STANTON,35.522858,-89.349238,1929/10/01 00:00:00,1958/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07030000,0,5115.25,1975,TN
14078174,0,0,0,0,125,119102,17983.9,0,125,119102,17983.9,0,7029500,HATCHIE RIVER AT BOLIVAR,35.275329,-88.97663,1929/10/01 00:00:00,1993/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07029500,1,3833.2,1480,TN
14099309,0,0,0,0,71,30766.3,13785,1,71,30766.3,13785,1,7029100,NORTH FORK FORKED DEER RIVER AT DYERSBURG,36.030349,-89.387017,1947/10/01 00:00:00,1975/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07029100,0,2432.01,939,TN
14101407,1,59,42,0,28,10037,2621,0,28,10037,2621,0,7028960,MIDDLE FORK FORKED DEER RIVER NEAR FAIRVIEW,35.744236,-88.846448,1997/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07028960,1,546.49,211,TN
14102557,0,0,0,0,33,12083,3831,0,33,12083,3831,0,7029000,MIDDLE FORK FORKED DEER RIVER NEAR ALAMO,35.850627,-89.066732,1929/10/01 00:00:00,1973/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07029000,0,955.71,369,TN
14112382,0,0,0,0,21,6367,2289,0,21,6367,2289,0,7025000,RUTHERFORD FORK OBION RIVER NEAR BRADFORD,36.0609,-88.888953,1929/10/01 00:00:00,1957/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07025000,0,528.36,204,TN
14112386,0,0,0,0,0,0,0,0,0,0,0,0,7024200,CROOKED CREEK NEAR HUNTINGDON,36.064506,-88.404771,2007/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07024200,1,68.635,26.5,TN
14113038,0,0,0,0,15,32837,16849,1,15,32837,16849,1,7024500,SOUTH FORK OBION RIVER NEAR GREENFIELD,36.118121,-88.810895,1929/10/01 00:00:00,1987/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07024500,1,991.97,383,TN
14114026,0,0,0,0,1,140,0,0,1,140,0,0,7024300,BEAVER CREEK AT HUNTINGDON,35.998837,-88.433548,1962/10/01 00:00:00,1987/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07024300,0,143.745,55.5,TN
14124039,0,0,0,0,2,84.7,84.7,0,2,84.7,84.7,0,7023000,MAYFIELD CREEK AT LOVELACEVILLE,36.952555,-88.825057,1938/10/01 00:00:00,1972/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07023000,0,549.08,212,KY
14125521,0,0,0,0,3,338,320,0,3,338,320,0,7023500,OBION CREEK AT PRYORSBURG,36.686169,-88.726442,1951/10/01 00:00:00,1973/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07023500,0,95.312,36.8,KY
14125571,0,0,0,0,0,0,0,0,0,0,0,0,7022500,PERRY CREEK NEAR MAYFIELD,36.679224,-88.632549,1952/10/01 00:00:00,1965/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07022500,0,4.4548,1.72,KY
14126587,0,0,0,0,1,150,150,0,1,150,150,0,7024000,BAYOU DE CHIEN NEAR CLINTON,36.628671,-88.963951,1939/10/01 00:00:00,1978/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07024000,1,177.933,68.7,KY
14199477,0,0,0,0,6,475.37,228.83,0,6,475.37,228.83,0,7032200,NONCONNAH CREEK NEAR GERMANTOWN,35.049814,-89.818975,1996/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07032200,1,176.638,68.2,TN
14199677,0,0,0,0,3,241,42,0,3,241,42,0,7032222,JOHNS CREEK TRIB AT HOLMES RD NR MEMPHIS,35.005648,-89.871199,1975/10/01 00:00:00,1984/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07032222,0,15.0997,5.83,TN
